1,10,3,20,baum-welch,0.00905813,0.00905813,1,1
1,10,3,20,forward,0.000637602,0.000637602,1,1
1,10,3,20,backward,0.000604962,0.000604962,1,1
2,10,3,20,baum-welch,0.00905813,0.0085205,1.0631,0.531549
2,10,3,20,forward,0.000637602,0.000563601,1.1313,0.56565
2,10,3,20,backward,0.000604962,0.000566881,1.06718,0.533588
4,10,3,20,baum-welch,0.00905813,0.00669176,1.35362,0.338406
4,10,3,20,forward,0.000637602,0.000568719,1.12112,0.28028
4,10,3,20,backward,0.000604962,0.000456419,1.32545,0.331363
8,10,3,20,baum-welch,0.00905813,0.00686102,1.32023,0.165029
8,10,3,20,forward,0.000637602,0.00152558,0.41794,0.0522425
8,10,3,20,backward,0.000604962,0.000386855,1.56379,0.195474
16,10,3,20,baum-welch,0.00905813,0.00768812,1.1782,0.0736373
16,10,3,20,forward,0.000637602,0.000671115,0.950064,0.059379
16,10,3,20,backward,0.000604962,0.000351452,1.72132,0.107583
32,10,3,20,baum-welch,0.00905813,0.00971301,0.932577,0.029143
32,10,3,20,forward,0.000637602,0.00109404,0.582794,0.0182123
32,10,3,20,backward,0.000604962,0.000465175,1.3005,0.0406408
52,10,3,20,baum-welch,0.00905813,0.0301236,0.300699,0.00578267
52,10,3,20,forward,0.000637602,0.0221099,0.0288379,0.000554575
52,10,3,20,backward,0.000604962,0.000643754,0.939741,0.0180719
64,10,3,20,baum-welch,0.00905813,0.115499,0.0784257,0.0012254
64,10,3,20,forward,0.000637602,0.00960425,0.0663875,0.0010373
64,10,3,20,backward,0.000604962,0.00499866,0.121025,0.00189101
128,10,3,20,baum-welch,0.00905813,0.217139,0.0417158,0.000325904
128,10,3,20,forward,0.000637602,0.0128978,0.049435,0.000386211
128,10,3,20,backward,0.000604962,0.0100284,0.0603249,0.000471288
1,10,3,40,baum-welch,0.0166886,0.0166886,1,1
1,10,3,40,forward,0.00123189,0.00123189,1,1
1,10,3,40,backward,0.00125594,0.00125594,1,1
2,10,3,40,baum-welch,0.0166886,0.0153932,1.08415,0.542077
2,10,3,40,forward,0.00123189,0.00109012,1.13005,0.565024
2,10,3,40,backward,0.00125594,0.00112409,1.11729,0.558646
4,10,3,40,baum-welch,0.0166886,0.012103,1.37888,0.344721
4,10,3,40,forward,0.00123189,0.00131658,0.935679,0.23392
4,10,3,40,backward,0.00125594,0.000788275,1.59328,0.398319
8,10,3,40,baum-welch,0.0166886,0.0117317,1.42252,0.177815
8,10,3,40,forward,0.00123189,0.000902413,1.36511,0.170639
8,10,3,40,backward,0.00125594,0.000871915,1.44044,0.180055
16,10,3,40,baum-welch,0.0166886,0.0116098,1.43745,0.0898406
16,10,3,40,forward,0.00123189,0.00110506,1.11478,0.0696734
16,10,3,40,backward,0.00125594,0.000862363,1.45639,0.0910246
32,10,3,40,baum-welch,0.0166886,0.015899,1.04966,0.0328019
32,10,3,40,forward,0.00123189,0.00169236,0.727914,0.0227473
32,10,3,40,backward,0.00125594,0.00100994,1.24358,0.0388618
52,10,3,40,baum-welch,0.0166886,0.0467116,0.357268,0.00687054
52,10,3,40,forward,0.00123189,0.0310555,0.0396675,0.000762836
52,10,3,40,backward,0.00125594,0.00126117,0.995855,0.0191511
64,10,3,40,baum-welch,0.0166886,0.195926,0.0851781,0.00133091
64,10,3,40,forward,0.00123189,0.0192647,0.0639458,0.000999152
64,10,3,40,backward,0.00125594,0.00927807,0.135367,0.0021151
128,10,3,40,baum-welch,0.0166886,0.417729,0.0399507,0.000312115
128,10,3,40,forward,0.00123189,0.0224783,0.0548036,0.000428153
128,10,3,40,backward,0.00125594,0.0194133,0.0646947,0.000505427
1,10,3,80,baum-welch,0.0346773,0.0346773,1,1
1,10,3,80,forward,0.0019403,0.0019403,1,1
1,10,3,80,backward,0.00192398,0.00192398,1,1
2,10,3,80,baum-welch,0.0346773,0.0266685,1.30031,0.650154
2,10,3,80,forward,0.0019403,0.00181925,1.06654,0.533268
2,10,3,80,backward,0.00192398,0.00180224,1.06755,0.533774
4,10,3,80,baum-welch,0.0346773,0.020908,1.65857,0.414641
4,10,3,80,forward,0.0019403,0.0015107,1.28437,0.321092
4,10,3,80,backward,0.00192398,0.0014884,1.29265,0.323162
8,10,3,80,baum-welch,0.0346773,0.0203281,1.70587,0.213234
8,10,3,80,forward,0.0019403,0.001467,1.32263,0.165329
8,10,3,80,backward,0.00192398,0.00132078,1.4567,0.182088
16,10,3,80,baum-welch,0.0346773,0.020909,1.65848,0.103655
16,10,3,80,forward,0.0019403,0.00154974,1.25201,0.0782507
16,10,3,80,backward,0.00192398,0.00133123,1.44527,0.0903291
32,10,3,80,baum-welch,0.0346773,0.0251228,1.38031,0.0431347
32,10,3,80,forward,0.0019403,0.0022561,0.860021,0.0268756
32,10,3,80,backward,0.00192398,0.00179623,1.07112,0.0334726
52,10,3,80,baum-welch,0.0346773,0.0556447,0.62319,0.0119844
52,10,3,80,forward,0.0019403,0.00440121,0.440855,0.00847798
52,10,3,80,backward,0.00192398,0.00292481,0.657815,0.0126503
64,10,3,80,baum-welch,0.0346773,0.356602,0.0972437,0.00151943
64,10,3,80,forward,0.0019403,0.0363137,0.0534315,0.000834868
64,10,3,80,backward,0.00192398,0.0188523,0.102055,0.00159462
128,10,3,80,baum-welch,0.0346773,0.837182,0.0414214,0.000323605
128,10,3,80,forward,0.0019403,0.0436201,0.0444817,0.000347514
128,10,3,80,backward,0.00192398,0.0410217,0.0469015,0.000366418
1,10,3,160,baum-welch,0.0678813,0.0678813,1,1
1,10,3,160,forward,0.00485582,0.00485582,1,1
1,10,3,160,backward,0.00454536,0.00454536,1,1
2,10,3,160,baum-welch,0.0678813,0.0501635,1.3532,0.676601
2,10,3,160,forward,0.00485582,0.00356227,1.36312,0.681562
2,10,3,160,backward,0.00454536,0.00355798,1.27751,0.638755
4,10,3,160,baum-welch,0.0678813,0.0404124,1.67971,0.419929
4,10,3,160,forward,0.00485582,0.00309046,1.57123,0.392807
4,10,3,160,backward,0.00454536,0.00295957,1.53582,0.383955
8,10,3,160,baum-welch,0.0678813,0.0348133,1.94987,0.243733
8,10,3,160,forward,0.00485582,0.00279694,1.73612,0.217015
8,10,3,160,backward,0.00454536,0.0025879,1.75639,0.219548
16,10,3,160,baum-welch,0.0678813,0.0359967,1.88577,0.11786
16,10,3,160,forward,0.00485582,0.00315698,1.53812,0.0961324
16,10,3,160,backward,0.00454536,0.00270694,1.67915,0.104947
32,10,3,160,baum-welch,0.0678813,0.0470677,1.44221,0.045069
32,10,3,160,forward,0.00485582,0.00411942,1.17876,0.0368363
32,10,3,160,backward,0.00454536,0.00337761,1.34573,0.0420541
52,10,3,160,baum-welch,0.0678813,0.0966856,0.702083,0.0135016
52,10,3,160,forward,0.00485582,0.0135091,0.359447,0.00691245
52,10,3,160,backward,0.00454536,0.0045452,1.00004,0.0192314
64,10,3,160,baum-welch,0.0678813,0.729356,0.0930703,0.00145422
64,10,3,160,forward,0.00485582,0.0434966,0.111637,0.00174432
64,10,3,160,backward,0.00454536,0.0370675,0.122624,0.001916
128,10,3,160,baum-welch,0.0678813,1.65723,0.0409607,0.000320006
128,10,3,160,forward,0.00485582,0.0846128,0.0573886,0.000448349
128,10,3,160,backward,0.00454536,0.0823365,0.0552047,0.000431287
1,10,3,320,baum-welch,0.120675,0.120675,1,1
1,10,3,320,forward,0.00948312,0.00948312,1,1
1,10,3,320,backward,0.0092525,0.0092525,1,1
2,10,3,320,baum-welch,0.120675,0.0907746,1.3294,0.664698
2,10,3,320,forward,0.00948312,0.00819373,1.15736,0.578682
2,10,3,320,backward,0.0092525,0.00802055,1.1536,0.5768
4,10,3,320,baum-welch,0.120675,0.0643321,1.87582,0.468955
4,10,3,320,forward,0.00948312,0.00592365,1.60089,0.400223
4,10,3,320,backward,0.0092525,0.00569384,1.625,0.40625
8,10,3,320,baum-welch,0.120675,0.0564355,2.13829,0.267286
8,10,3,320,forward,0.00948312,0.0054083,1.75344,0.21918
8,10,3,320,backward,0.0092525,0.00491968,1.88071,0.235089
16,10,3,320,baum-welch,0.120675,0.0575634,2.09639,0.131025
16,10,3,320,forward,0.00948312,0.00520753,1.82104,0.113815
16,10,3,320,backward,0.0092525,0.00454467,2.0359,0.127244
32,10,3,320,baum-welch,0.120675,0.075383,1.60083,0.050026
32,10,3,320,forward,0.00948312,0.00729158,1.30056,0.0406424
32,10,3,320,backward,0.0092525,0.00617285,1.4989,0.0468407
52,10,3,320,baum-welch,0.120675,0.134495,0.897251,0.0172548
52,10,3,320,forward,0.00948312,0.0523796,0.181046,0.00348165
52,10,3,320,backward,0.0092525,0.0101277,0.913586,0.017569
64,10,3,320,baum-welch,0.120675,1.44738,0.083375,0.00130273
64,10,3,320,forward,0.00948312,0.0809118,0.117203,0.0018313
64,10,3,320,backward,0.0092525,0.0694547,0.133216,0.00208151
128,10,3,320,baum-welch,0.120675,3.32644,0.0362776,0.000283419
128,10,3,320,forward,0.00948312,0.157792,0.060099,0.000469524
128,10,3,320,backward,0.0092525,0.159247,0.0581017,0.000453919
1,10,3,640,baum-welch,0.203786,0.203786,1,1
1,10,3,640,forward,0.0186134,0.0186134,1,1
1,10,3,640,backward,0.0174976,0.0174976,1,1
2,10,3,640,baum-welch,0.203786,0.152855,1.3332,0.666601
2,10,3,640,forward,0.0186134,0.0152205,1.22291,0.611457
2,10,3,640,backward,0.0174976,0.0146481,1.19453,0.597267
4,10,3,640,baum-welch,0.203786,0.123261,1.65329,0.413323
4,10,3,640,forward,0.0186134,0.0106444,1.74866,0.437165
4,10,3,640,backward,0.0174976,0.0103866,1.68464,0.42116
8,10,3,640,baum-welch,0.203786,0.0993293,2.05162,0.256453
8,10,3,640,forward,0.0186134,0.00932419,1.99625,0.249531
8,10,3,640,backward,0.0174976,0.00884575,1.97808,0.24726
16,10,3,640,baum-welch,0.203786,0.104215,1.95543,0.122214
16,10,3,640,forward,0.0186134,0.0089824,2.0722,0.129513
16,10,3,640,backward,0.0174976,0.00819998,2.13386,0.133366
32,10,3,640,baum-welch,0.203786,0.157067,1.29744,0.0405451
32,10,3,640,forward,0.0186134,0.011247,1.65497,0.0517178
32,10,3,640,backward,0.0174976,0.00997842,1.75355,0.0547983
52,10,3,640,baum-welch,0.203786,0.23385,0.871438,0.0167584
52,10,3,640,forward,0.0186134,0.206833,0.0899921,0.00173062
52,10,3,640,backward,0.0174976,0.0166634,1.05006,0.0201935
64,10,3,640,baum-welch,0.203786,1.71447,0.118862,0.00185722
64,10,3,640,forward,0.0186134,0.142116,0.130973,0.00204645
64,10,3,640,backward,0.0174976,0.13838,0.126446,0.00197572
128,10,3,640,baum-welch,0.203786,6.36884,0.0319973,0.000249979
128,10,3,640,forward,0.0186134,0.31618,0.0588696,0.000459919
128,10,3,640,backward,0.0174976,0.320456,0.0546022,0.00042658
